ID;UserID;timestamp;isVisible;version;changesetID;nodes;tags
W365398207;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694091288,N3694091293,N3694129815,N3694129816,N3694129823,N3693998892,N3694129825,N3694129821,N3694129824,N3694129822,N3694129820,N3694129818,N3694129817,N3694129827,N3694129832,N3694129833,N3694129836,N3694129839,N3694129844,N3694129842,N3694129848,N3694129850,N3694091353,N3694091350,N3694091348,N3694091352,N3693998900,N3694091351,N3694091347,N3694091346,N3694091344,N3694091342,N3694091335,N3694091334,N3694091330,N3694091320,N3694091325,N3694091321,N3694091332,N3694091331,N3694091316,N3694091313,N3694091326,N3693998893,N3693998891,N3693998873,N3694129812,N3694129813,N3694091253,N3694091276,N3694091283,N3694091278,N3694091260,N3694091297,N3694091308,N3694091309,N3694091319,N3694091322,N3694091324,N3694091333,N3694091336,N3694091337,N3694091339,N3694091329,N3694091327,N3694091315,N3694091318,N3694091301,N3694091300,N3694091294,N3694091295,N3694091286,N3693998885,N3693998881,N3693998880,N3694091267,N3694091263,N3694091256,N3694091252,N3694091246,N3694091247,N3694091245,N3694091243,N3694091241,N3694091240,N3694091237,N3694091239,N3694091242,N3694091249,N3694091258,N3694091269,N3694091268,N3694091274,N3694091265,N3694091254,N3694129814,N3694091264,N3694091272,N3694091281,N3694091288];[level=1,indoor=corridor]
W365398206;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694129831,N3694129834,N3694129837,N3694129843,N3694129847,N3694129845,N3694129839,N3694129836,N3694129838,N3694129831];[level=1,indoor=corridor]
W365398214;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694129818,N3694129819,N3694129828,N3694129827,N3694129817,N3694129818];[ref=261,level=1,indoor=room,name=Downtown Room]
W365398213;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694091293,N3694129815,N3694129816,N3694129823,N3693998890,N3693998889,N3693998887,N3694091275,N3694091293];[ref=256,level=1,indoor=room,name=Dean of Students Office]
W365398211;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694129825,N3694129821,N3694129824,N3694129829,N3694129830,N3694129825];[ref=257,level=1,indoor=room,name=Astrodome Room]
W365398201;3119079;2015-08-12T21:02:48Z;true;1;33300860;[N3694129837,N3694129843,N3694129846,N3694129840,N3694129837];[level=1,indoor=room]
W365398202;3119079;2015-08-12T21:02:48Z;true;1;33300860;[N3694129819,N3694129826,N3694129822,N3694129820,N3694129818,N3694129819];[level=1,indoor=room,amenity=toilets,access=public]
W364717632;3119079;2015-08-09T05:00:39Z;true;1;33211989;[N3687647338,N3687647329,N3687647311,N3687647314,N3687647338];[building=yes]
W365398204;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694129826,N3694129819,N3694129828,N3694129831,N3694129834,N3694129835,N3694129841,N3694129826];[level=1,indoor=room]
W365398200;3119079;2015-08-12T21:02:48Z;true;1;33300860;[N3694129835,N3694129840,N3694129837,N3694129834,N3694129835];[level=1,indoor=room]
W364717625;3119079;2015-08-09T05:00:39Z;true;1;33211989;[N3687647555,N3687647544,N3687647509,N3687647522,N3687647555];[building=yes]
W365398217;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694129845,N3694129849,N3694129848,N3694129842,N3694129844,N3694129839,N3694129845];[ref=270,level=1,indoor=room,name=Uptown Room]
W365398216;3119079;2015-08-12T21:02:49Z;true;1;33300860;[N3694129828,N3694129831,N3694129838,N3694129836,N3694129833,N3694129832,N3694129827,N3694129828];[ref=262,level=1,indoor=room,name=Midtown Room]
W364717610;3119079;2015-08-09T05:00:38Z;true;1;33211989;[N3687647461,N3687647458,N3687647430,N3687647433,N3687647461];[building=yes]
W363824602;3119079;2015-08-03T22:18:04Z;true;1;33084494;[N3679542155,N3679542157,N3679542161,N3679542166,N3679542171,N3679542179,N3679542204];[lit=yes,surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824601;3119079;2015-08-03T22:18:04Z;true;1;33084494;[N3679539088,N3679539068,N3679539058,N3679539046,N3679539043,N3679539055,N3679539062];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824600;3119079;2015-09-20T02:37:06Z;true;2;34132533;[N3679539338,N3679539549,N3679539539,N3679539565,N3679539560,N3751082559,N3679539537,N3679539517];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824609;3119079;2015-08-03T22:18:04Z;true;1;33084494;[N3679542458,N3679542438,N3679542421,N3679542376,N3679542360,N3679542318,N3679542239];[lit=yes,surface=concrete,highway=footway,wheelchair=yes,foot=yes,bicycle=yes]
W363824608;3119079;2015-08-03T22:18:04Z;true;1;33084494;[N3679540978,N3679541132,N3679541154,N3679541148,N3679541138,N3679541022,N3679541005];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824606;3119079;2015-08-03T22:18:04Z;true;1;33084494;[N3679539974,N3679539959,N3679539930,N3679539972,N3679539995,N3679539997,N3679539999];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824605;3119079;2015-08-04T04:42:30Z;true;2;33087213;[N3679542050,N3679542080,N3679542085,N3679542065];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363834311;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636160,N3679636191,N3679636180,N3679636152,N3679636160];[building=yes]
W363834310;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636466,N3679636462,N3679636453,N3679636456,N3679636466];[building=yes]
W363834313;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636176,N3679636205,N3679636193,N3679636163,N3679636176];[building=yes]
W363834315;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636384,N3679636379,N3679636361,N3679636365,N3679636384];[building=yes]
W363834314;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636334,N3679636355,N3679636349,N3679636330,N3679636334];[building=yes]
W363834317;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636476,N3679636472,N3679636461,N3679636465,N3679636476];[building=yes]
W363834316;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636542,N3679636540,N3679636535,N3679636538,N3679636542];[building=yes]
W363834319;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636497,N3679636492,N3679636482,N3679636487,N3679636479,N3679636486,N3679636497];[building=yes]
W363834318;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636085,N3679636099,N3679636094,N3679636112,N3679636104,N3679636070,N3679636085];[building=yes]
W363834322;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636463,N3679636483,N3679636478,N3679636467,N3679636464,N3679636451,N3679636463];[building=yes]
W218454116;1110270;2013-04-22T14:10:14Z;true;1;15825110;[N153125936,N152463825,N153125938,N1819707188,N153103774,N152828613,N152614114,N152152622,N153125940,N153125943,N152805457,N153125945,N153125948,N152383736,N153125952];[tiger:zip_right=77004,tiger:county=Harris, TX,highway=residential,tiger:name_type=St,tiger:zip_left=77004,tiger:reviewed=no,name=Francis Street,tiger:name_base=Francis,tiger:cfcc=A41]
W363834320;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636335,N3679636325,N3679636288,N3679636295,N3679636302,N3679636307,N3679636335];[building=yes]
W363834326;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636142,N3679636162,N3679636156,N3679636117,N3679636126,N3679636135,N3679636142];[building=yes]
W363834325;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636290,N3679636322,N3679636319,N3679636327,N3679636324,N3679636279,N3679636290];[building=yes]
W363834324;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636229,N3679636223,N3679636177,N3679636185,N3679636202,N3679636208,N3679636229];[building=yes]
W363834323;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636359,N3679636381,N3679636368,N3679636336,N3679636343,N3679636352,N3679636359];[building=yes]
W363834329;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636371,N3679636402,N3679636400,N3679636422,N3679636411,N3679636351,N3679636371];[building=yes]
W363834328;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636233,N3679636276,N3679636265,N3679636236,N3679636239,N3679636227,N3679636233];[building=yes]
W363834327;3119079;2015-08-04T01:32:45Z;true;1;33086139;[N3679636065,N3679636088,N3679636077,N3679636084,N3679636066,N3679636042,N3679636065];[building=yes]
W363824620;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679542409,N3679542406,N3679542403,N3679542412,N3679542430,N3679542434,N3679542440];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824624;3119079;2015-08-03T22:18:06Z;true;1;33084494;[N3679542342,N3679542358,N3679542374,N3679542380,N3679542361,N3679542348,N3679542334];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824623;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679541638,N3679541632,N3679541623,N3679541604,N3679541616,N3679541625,N3679541643];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824628;3119079;2015-09-12T17:31:57Z;true;2;33984513;[N3679539377,N2058837134,N3679539410,N2058837130,N3679539476,N569037886,N3679539526,N3679539544,N2058837113,N3679539574];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824627;3119079;2015-08-03T22:18:06Z;true;1;33084494;[N3679541583,N3679541551,N3679541535,N3679541379,N3679541373,N3679541357,N3679541362];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824626;3119079;2015-08-03T22:18:06Z;true;1;33084494;[N3679539770,N3679539762,N3679539755,N3679539741,N3679539722,N3679539709,N3679539690];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824625;3119079;2015-08-03T22:18:06Z;true;1;33084494;[N3679540207,N3679540330,N3679540347,N3679540381,N3679540387,N3679540361,N3679540348];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824629;3119079;2015-08-03T22:18:06Z;true;1;33084494;[N3679539773,N3679539744,N3679539728,N3679539689,N3679539662,N3679539638,N3679539617,N3679539577];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363834335;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679635993,N3679636050,N3679636056,N3679636035,N3679636033,N3679635997,N3679635993];[building=yes]
W364030319;3119079;2015-08-04T21:17:06Z;true;1;33113340;[N3681390049,N3681390036,N3681390026,N3681390028,N3681390049];[building=yes]
W363834337;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636438,N3679636431,N3679636407,N3679636415,N3679636424,N3679636427,N3679636438];[building=yes]
W363834336;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636178,N3679636215,N3679636204,N3679636182,N3679636189,N3679636169,N3679636178];[building=yes]
W363834331;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636377,N3679636364,N3679636345,N3679636350,N3679636337,N3679636346,N3679636377];[building=yes]
W363834333;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636323,N3679636354,N3679636342,N3679636326,N3679636331,N3679636316,N3679636323];[building=yes]
W363834339;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636417,N3679636429,N3679636433,N3679636447,N3679636441,N3679636452,N3679636442,N3679636406,N3679636417];[building=yes]
W363834338;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636097,N3679636127,N3679636113,N3679636144,N3679636131,N3679636086,N3679636097];[building=yes]
W363824611;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679541801,N3679541794,N3679541814,N3679541818,N3679541852,N3679541848,N3679541956];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824615;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679539524,N3679539598,N3679539624,N3679539776,N3679539986,N3679540019,N3679540130];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363834340;3119079;2015-08-04T01:32:46Z;true;1;33086139;[N3679636136,N3679636170,N3679636174,N3679636200,N3679636192,N3679636158,N3679636151,N3679636118,N3679636136];[building=yes]
W363824614;3119079;2015-08-18T05:18:36Z;true;2;33407127;[N3679541812,N3702271871,N3702271901,N3679541892,N3679541870,N3679541849,N3679541811,N3679541791,N3702271832,N3679541764];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824617;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679542644,N3679542642,N3679542632,N3679542602,N3679542547,N3679542594,N3679542606];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824616;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679542344,N3679542308,N3679542283,N3679542246,N3679542200,N3679542187,N3679542174];[lit=yes,surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824619;3119079;2015-09-12T18:53:20Z;true;2;33986336;[N3679541686,N3679541672,N3679541748,N3679541867,N3740502378,N3740502379,N3679541910,N3679541988,N3679542031,N3679541994];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363824618;3119079;2015-08-03T22:18:05Z;true;1;33084494;[N3679541546,N3679541390,N3679541348,N3679541222,N3679541201,N3679541187,N3679541149];[surface=concrete,highway=footway,foot=yes,bicycle=yes]
W363834348;3119079;2015-08-04T01:32:47Z;true;1;33086139;[N3679636480,N3679636475,N3679636457,N3679636460,N3679636446,N3679636455,N3679636477,N3679636474,N3679636480];[building=yes]
W363834347;3119079;2015-08-04T01:32:47Z;true;1;33086139;[N3679636061,N3679636064,N3679636146,N3679636148,N3679636115,N3679636116,N3679636044,N3679636040,N3679636061];[building=yes]
W363834346;3119079;2015-08-04T01:32:47Z;true;1;33086139;[N3679636111,N3679636133,N3679636121,N3679636129,N3679636093,N3679636083,N3679636108,N3679636101,N3679636111];[building=yes]
W363834345;3119079;2015-08-04T01:32:47Z;true;1;33086139;[N3679636274,N3679636306,N3679636303,N3679636318,N3679636312,N3679636296,N3679636294,N3679636260,N3679636274];[building=yes]
W363834344;3119079;2015-08-04T01:32:47Z;true;1;33086139;[N3679636369,N3679636391,N3679636388,N3679636413,N3679636403,N3679636372,N3679636375,N3679636360,N3679636369];[building=yes]
W363834343;3119079;2015-08-04T01:32:47Z;true;1;33086139;[N3679636520,N3679636519,N3679636522,N3679636521,N3679636518,N3679636517,N3679636515,N3679636516,N3679636520];[building=yes]
